the_geom,MeterType,MeterNo,LONG,LAT,Status
POINT (-73.97479522820171 40.67555643336263),Strada,3179371,-73.9747952282,40.6755564334,Active
POINT (-73.94221596141094 40.70384395726089),Strada,3193033,-73.9422159614,40.7038439573,Active
POINT (-73.94271781155035 40.711822865761796),Strada,3233014,-73.9427178116,40.7118228658,Active
POINT (-73.92181315729722 40.700555942180095),Strada,3303027,-73.9218131573,40.7005559422,Active
POINT (-73.9510403295577 40.678665237337654),Strada,3403005,-73.9510403296,40.6786652373,Active
POINT (-73.97451014978144 40.61440063095505),Strada,3413042,-73.9745101498,40.614400631,Active
POINT (-74.00904361179623 40.630852579837324),Strada,3441557,-74.0090436118,40.6308525798,Active
POINT (-73.97757120160526 40.596278233983796),Strada,3543043,-73.9775712016,40.596278234,Active
POINT (-73.99461082537825 40.63692306725932),Strada,3493042,-73.9946108254,40.6369230673,Active
POINT (-73.87397780163062 40.736251686062346),Strada,4413049,-73.8739778016,40.7362516861,Active
POINT (-73.84603901456047 40.680602492230506),Strada,4443013,-73.8460390146,40.6806024922,Active
POINT (-73.9199525560698 40.74514638848394),Strada,4013026,-73.9199525561,40.7451463885,Active
POINT (-73.9204054732189 40.766668710650706),Strada,4233093,-73.9204054732,40.7666687107,Active
POINT (-73.86405930224218 40.730586184478945),Strada,4173111,-73.8640593022,40.7305861845,Active
POINT (-74.0778631870202 40.64119226803775),Strada,5023042,-74.077863187,40.641192268,Active
POINT (-73.90923161877608 40.77857861987607),Strada,4181656,-73.9092316188,40.7785786199,Active
POINT (-73.90060429132159 40.863547470962175),Strada,2013042,-73.9006042913,40.863547471,Inactive
POINT (-73.85977259291892 40.83270614810846),Strada,2173005,-73.8597725929,40.8327061481,Active
POINT (-73.86121505344435 40.83494749141989),Strada,2173015,-73.8612150534,40.8349474914,Active
POINT (-73.90019862223966 40.886230680656276),Strada,2262752,-73.9001986222,40.8862306807,Active
POINT (-73.90600570149276 40.87779559143038),Strada,2262780,-73.9060057015,40.8777955914,Active
POINT (-73.86205327357612 40.87143130054473),Strada,2233052,-73.8620532736,40.8714313005,Active
POINT (-73.8684201366338 40.86574322388859),Strada,2233011,-73.8684201366,40.8657432239,Active
POINT (-73.85820997769483 40.84201696041244),Strada,2173039,-73.8582099777,40.8420169604,Active
POINT (-73.87729668163203 40.828472051644255),Strada,2203037,-73.8772966816,40.8284720516,Active
POINT (-73.87997920387241 40.828223382391926),Strada,2203050,-73.8799792039,40.8282233824,Active
POINT (-73.96194193838373 40.60643403143124),Strada,3051322,-73.9619419384,40.6064340314,Active
POINT (-73.94455084124866 40.615344512300744),Strada,3043170,-73.9445508412,40.6153445123,Active
POINT (-73.94520255751887 40.61745101008515),Strada,3043160,-73.9452025575,40.6174510101,Active
POINT (-73.96627513552328 40.58540652639279),Strada,3063026,-73.9662751355,40.5854065264,Active
POINT (-73.91111744100189 40.67143753120589),Strada,3033048,-73.911117441,40.6714375312,Active
POINT (-74.00880636983122 40.64698612980443),Strada,3123036,-74.0088063698,40.6469861298,Active
POINT (-73.98860543214731 40.666865047942125),Strada,3149823,-73.9886054321,40.6668650479,Active
POINT (-74.0091897816031 40.636166586786665),Strada,3123130,-74.0091897816,40.6361665868,Active
POINT (-74.01125246808469 40.64390012139676),Strada,3123047,-74.0112524681,40.6439001214,Active
POINT (-73.99357740246266 40.63352714893635),Strada,3113018,-73.9935774025,40.6335271489,Active
POINT (-73.98829180563033 40.638610636990016),Strada,3113027,-73.9882918056,40.638610637,Active
POINT (-73.96407247215046 40.62463055684392),Strada,3153064,-73.9640724722,40.6246305568,Active
POINT (-73.99806449379145 40.66022995476918),Strada,3123070,-73.9980644938,40.6602299548,Active
POINT (-74.01219607971507 40.633052747248236),Strada,3123120,-74.0121960797,40.6330527472,Active
POINT (-73.93445663249031 40.620518811496915),Strada,3333016,-73.9344566325,40.6205188115,Active
POINT (-73.97348353866965 40.60914735025877),Strada,3413037,-73.9734835387,40.6091473503,Active
POINT (-73.94152279605254 40.68001261308306),Strada,3403017,-73.9415227961,40.6800126131,Active
POINT (-73.97941995437924 40.598535834202686),Strada,3543039,-73.9794199544,40.5985358342,Active
POINT (-73.9944660264174 40.63949106776982),Strada,3493057,-73.9944660264,40.6394910678,Active
POINT (-74.00719605242915 40.6206240981491),Strada,3463006,-74.0071960524,40.6206240981,Active
POINT (-73.94006004256234 40.59379246888084),Strada,3573034,-73.9400600426,40.5937924689,Active
POINT (-73.8223487593088 40.753624052547195),Strada,4061154,-73.8223487593,40.7536240525,Active
POINT (-73.80139644681499 40.708007983449576),Strada,4081847,-73.8013964468,40.7080079834,Active
POINT (-73.80510815551295 40.70342887057483),Strada,4081935,-73.8051081555,40.7034288706,Active
POINT (-73.80807356455179 40.702372890411475),Strada,4081910,-73.8080735646,40.7023728904,Active
POINT (-73.80385020426725 40.70867165296679),Strada,4081865,-73.8038502043,40.708671653,Active
POINT (-73.91902477034202 40.73931919535153),Strada,4013121,-73.9190247703,40.7393191954,Active
POINT (-74.01155308773428 40.63347798568585),Strada,3123084,-74.0115530877,40.6334779857,Active
POINT (-73.88506292036422 40.74745261921252),Strada,4122301,-73.8850629204,40.7474526192,Active
POINT (-73.93548822410037 40.744273797952),Strada,4151998,-73.9354882241,40.744273798,Active
POINT (-73.93918365085727 40.75096721024085),Strada,4152099,-73.9391836509,40.7509672102,Active
POINT (-73.79365517271523 40.707724226367375),Strada,4081976,-73.7936551727,40.7077242264,Active
POINT (-73.79628713209246 40.705961095072176),Strada,4081969,-73.7962871321,40.7059610951,Active
POINT (-73.7158893123816 40.726837245970366),Strada,4303058,-73.7158893124,40.726837246,Active
POINT (-74.11439047066841 40.629210451793185),Strada,5043038,-74.1143904707,40.6292104518,Active
POINT (-74.1026191385205 40.63075526360697),Strada,5043022,-74.1026191385,40.6307552636,Active
POINT (-73.82855362827887 40.876571078903524),Strada,2293054,-73.8285536283,40.8765710789,Active
POINT (-73.89193243322543 40.823482725418415),Strada,2033015,-73.8919324332,40.8234827254,Active
POINT (-73.79405210127094 40.71052111270097),Strada,4081887,-73.7940521013,40.7105211127,Active
POINT (-73.88066608347145 40.748037267570865),Strada,4122338,-73.8806660835,40.7480372676,Active
POINT (-73.97752181064259 40.685196738597604),Strada,3013651,-73.9775218106,40.6851967386,Active
POINT (-73.9820304301032 40.67416869166967),Strada,3029366,-73.9820304301,40.6741686917,Active
POINT (-73.98029961551059 40.676767463505186),Strada,3029357,-73.9802996155,40.6767674635,Active
POINT (-73.91091386839253 40.67007458534982),Strada,3033053,-73.9109138684,40.6700745853,Active
POINT (-73.991278978015 40.63629178461583),Strada,3113067,-73.991278978,40.6362917846,Active
POINT (-73.94820912187988 40.80942029389646),Strada,1019675,-73.9482091219,40.8094202939,Active
POINT (-73.99362243472515 40.71696523763275),Strada,1023103,-73.9936224347,40.7169652376,Active
POINT (-73.99235003089265 40.71730642461523),Strada,1023107,-73.9923500309,40.7173064246,Active
POINT (-73.98898794692768 40.71409659763001),Strada,1023158,-73.9889879469,40.7140965976,Active
POINT (-73.98925352864548 40.716314122147956),Strada,1023183,-73.9892535286,40.7163141221,Active
POINT (-73.98610049884003 40.722673367607996),Strada,1133019,-73.9861004988,40.7226733676,Active
POINT (-73.98441207058053 40.72902415426706),Strada,1133042,-73.9844120706,40.7290241543,Active
POINT (-73.9776246240142 40.76441458412496),Strada,1433829,-73.977624624,40.7644145841,Active
POINT (-73.98034923261658 40.77510854521894),Strada,1033106,-73.9803492326,40.7751085452,Active
POINT (-73.97119715762476 40.78799136817361),Strada,1033053,-73.9711971576,40.7879913682,Active
POINT (-73.93995832069032 40.820709937115026),Strada,1109651,-73.9399583207,40.8207099371,Active
POINT (-74.00287583315912 40.73192404338683),Strada,1149981,-74.0028758332,40.7319240434,Active
POINT (-73.98714484294902 40.73242965089514),Strada,1153010,-73.9871448429,40.7324296509,Active
POINT (-73.92559362512459 40.86363639755111),Strada,1068278,-73.9255936251,40.8636363976,Active
POINT (-73.97461205096752 40.78807465689451),Strada,1038113,-73.974612051,40.7880746569,Active
POINT (-73.93708739559067 40.844548690766366),Strada,1058296,-73.9370873956,40.8445486908,Active
POINT (-73.93312442397097 40.84777816148995),Strada,1058305,-73.933124424,40.8477781615,Active
POINT (-73.93221227091581 40.84902490442182),Strada,1058317,-73.9322122709,40.8490249044,Active
POINT (-73.97349416519208 40.7899437151265),Strada,1038117,-73.9734941652,40.7899437151,Active
POINT (-73.96348491746407 40.79822145417886),Strada,1038148,-73.9634849175,40.7982214542,Active
POINT (-73.9820363184475 40.73617485176377),Strada,1043004,-73.9820363184,40.7361748518,Active
POINT (-73.93163996065569 40.84725913724588),Strada,1058311,-73.9316399607,40.8472591372,Active
POINT (-73.93228414842591 40.85146796497505),Strada,1058335,-73.9322841484,40.851467965,Active
POINT (-73.98642970260924 40.73014205971264),Strada,1043093,-73.9864297026,40.7301420597,Active
POINT (-73.99003749873731 40.726496190258395),Strada,1043118,-73.9900374987,40.7264961903,Active
POINT (-73.98966411148324 40.72570385622405),Strada,1043121,-73.9896641115,40.7257038562,Active
POINT (-73.92488374353789 40.86199316021416),Strada,1068272,-73.9248837435,40.8619931602,Active
POINT (-73.96157023580493 40.76822650211152),Strada,1074888,-73.9615702358,40.7682265021,Active
POINT (-73.96188002808343 40.76819524318376),Strada,1074887,-73.9618800281,40.7681952432,Active
POINT (-73.98015130395387 40.778079882144006),Strada,1083004,-73.980151304,40.7780798821,Active
POINT (-73.95953056340814 40.771417778687535),Strada,1208006,-73.9595305634,40.7714177787,Active
POINT (-73.9443643722911 40.83541921622188),Strada,1228475,-73.9443643723,40.8354192162,Active
POINT (-73.7460040961937 40.73599647760212),Strada,4211721,-73.7460040962,40.7359964776,Active
POINT (-73.91973898936513 40.86524786127429),Strada,1238218,-73.9197389894,40.8652478613,Active
POINT (-73.94264099869719 40.7945513603248),Strada,1208060,-73.9426409987,40.7945513603,Active
POINT (-73.93981647552441 40.798421718404036),Strada,1208065,-73.9398164755,40.7984217184,Active
POINT (-73.94751723603744 40.779223630143676),Strada,1264913,-73.947517236,40.7792236301,Active
POINT (-73.98904385852966 40.73053446362413),Strada,1153001,-73.9890438585,40.7305344636,Active
POINT (-73.91959356270705 40.86372842398718),Strada,1238221,-73.9195935627,40.863728424,Active
POINT (-73.99891172029088 40.71649786968642),Strada,1243003,-73.9989117203,40.7164978697,Active
POINT (-73.99667595523259 40.71916537604642),Strada,1243107,-73.9966759552,40.719165376,Active
POINT (-73.98851647359518 40.76172139590099),Strada,1403059,-73.9885164736,40.7617213959,Active
POINT (-73.9785802791078 40.766565309698535),Strada,1173002,-73.9785802791,40.7665653097,Active
POINT (-73.99058198245768 40.741040394425426),Strada,1453017,-73.9905819825,40.7410403944,Active
POINT (-73.96793156940618 40.800024470917165),Strada,1218168,-73.9679315694,40.8000244709,Active
POINT (-73.94949391763836 40.82611848749253),Strada,1228440,-73.9494939176,40.8261184875,Active
POINT (-73.92156579868453 40.86811610913752),Strada,1238234,-73.9215657987,40.8681161091,Active
POINT (-73.96644714166047 40.762258976955),Strada,1433911,-73.9664471417,40.762258977,Inactive
POINT (-73.95060429682765 40.71412153447363),Strada,3233031,-73.9506042968,40.7141215345,Active
POINT (-73.95042589784542 40.71400472550344),Strada,3233034,-73.9504258978,40.7140047255,Active
POINT (-73.94978316537981 40.7724496493742),Strada,1294855,-73.9497831654,40.7724496494,Active
POINT (-73.99593438117766 40.71741620896781),Strada,1243035,-73.9959343812,40.717416209,Active
POINT (-73.99701351866138 40.73694267761199),Strada,1413005,-73.9970135187,40.7369426776,Active
POINT (-74.00246346696102 40.72936520064683),Strada,1329999,-74.002463467,40.7293652006,Active
POINT (-73.95511883469429 40.78846601805446),Strada,1348111,-73.9551188347,40.7884660181,Active
POINT (-73.95176262040827 40.79066607143968),Strada,1348081,-73.9517626204,40.7906660714,Active
POINT (-73.82001054373606 40.824175258123525),Strada,2162897,-73.8200105437,40.8241752581,Active
POINT (-73.86406327865213 40.84053591901386),Strada,2173045,-73.8640632787,40.840535919,Active
POINT (-73.88145481209365 40.82829863949207),Strada,2203014,-73.8814548121,40.8282986395,Active
POINT (-73.98219110060408 40.75496540022246),Strada,1433048,-73.9821911006,40.7549654002,Active
POINT (-73.98169286223559 40.75720939547208),Strada,1433010,-73.9816928622,40.7572093955,Active
POINT (-73.97425825673776 40.754794180603426),Strada,1433172,-73.9742582567,40.7547941806,Active
POINT (-73.97253148042454 40.758153412584775),Strada,1433215,-73.9725314804,40.7581534126,Active
POINT (-73.97413186377953 40.763865070297214),Strada,1433841,-73.9741318638,40.7638650703,Active
POINT (-73.96725874315787 40.75930921406295),Strada,1433879,-73.9672587432,40.7593092141,Active
POINT (-73.9716599618566 40.76208514535887),Strada,1433884,-73.9716599619,40.7620851454,Active
POINT (-73.98157617793107 40.76288041582401),Strada,1433105,-73.9815761779,40.7628804158,Active
POINT (-73.9157230379923 40.77244095633312),Strada,4181641,-73.915723038,40.7724409563,Active
POINT (-73.98583036506648 40.73187501500529),Strada,1043081,-73.9858303651,40.731875015,Active
POINT (-73.97063987988528 40.760731291125815),Strada,1433273,-73.9706398799,40.7607312911,Active
POINT (-73.97366980180377 40.753718827877336),Strada,1433333,-73.9736698018,40.7537188279,Active
POINT (-73.96928763866507 40.75401863956958),Strada,1433401,-73.9692876387,40.7540186396,Active
POINT (-73.84596768028219 40.83752520712764),Strada,2063035,-73.8459676803,40.8375252071,Active
POINT (-73.97956075676187 40.76029829533841),Strada,1433374,-73.9795607568,40.7602982953,Active
POINT (-73.9722482382338 40.759865531277995),Strada,1433747,-73.9722482382,40.7598655313,Active
POINT (-73.97646530941655 40.76411039877365),Strada,1433819,-73.9764653094,40.7641103988,Active
POINT (-73.99264041517446 40.73881128911425),Strada,1453136,-73.9926404152,40.7388112891,Active
POINT (-73.98498929813908 40.736099630982665),Strada,1453235,-73.9849892981,40.736099631,Active
POINT (-73.99282002179375 40.73694557494892),Strada,1453298,-73.9928200218,40.7369455749,Active
POINT (-73.90375817998189 40.880552796842224),Strada,2262758,-73.90375818,40.8805527968,Active
POINT (-73.83821695384846 40.88157040032932),Strada,2293019,-73.8382169538,40.8815704003,Active
POINT (-73.8312190066154 40.88883546726888),Strada,2293022,-73.8312190066,40.8888354673,Active
POINT (-73.9784745860535 40.751645602134666),Strada,1443963,-73.9784745861,40.7516456021,Active
POINT (-73.99986069992434 40.743605624033755),Strada,1453345,-73.9998606999,40.743605624,Active
POINT (-73.9810273256682 40.748582127938576),Strada,1443159,-73.9810273257,40.7485821279,Active
POINT (-73.9781791685871 40.75112044720066),Strada,1443336,-73.9781791686,40.7511204472,Active
POINT (-73.9868895433346 40.74456803651291),Strada,1443477,-73.9868895433,40.7445680365,Active
POINT (-73.88976070027279 40.854005525909606),Strada,2131701,-73.8897607003,40.8540055259,Inactive
POINT (-73.8028234474194 40.78097573226911),Strada,4283143,-73.8028234474,40.7809757323,Active
POINT (-73.84537661369538 40.68450905315109),Strada,4293018,-73.8453766137,40.6845090532,Active
POINT (-73.90038957876864 40.85715518912563),Strada,2013058,-73.9003895788,40.8571551891,Active
POINT (-73.89880999269201 40.8585848964908),Strada,2013070,-73.8988099927,40.8585848965,Active
POINT (-73.88635119993951 40.85894019010472),Strada,2013117,-73.8863511999,40.8589401901,Active
POINT (-73.95953618526691 40.65452432750244),Strada,3043118,-73.9595361853,40.6545243275,Active
POINT (-73.94702905705883 40.629136789912174),Strada,3043185,-73.9470290571,40.6291367899,Active
POINT (-73.81735740301063 40.81945568838189),Strada,2162912,-73.817357403,40.8194556884,Active
POINT (-73.86535404352745 40.865223251097696),Strada,2233022,-73.8653540435,40.8652232511,Active
POINT (-73.8958150458169 40.87325214508726),Strada,2253178,-73.8958150458,40.8732521451,Active
POINT (-73.87439867503382 40.74857691702062),Strada,4122325,-73.874398675,40.748576917,Active
POINT (-73.88819637035365 40.74724552869071),Strada,4122346,-73.8881963704,40.7472455287,Active
POINT (-73.91584701872883 40.83977968046677),Strada,2043008,-73.9158470187,40.8397796805,Active
POINT (-73.88870454769399 40.84463054241265),Strada,2053027,-73.8887045477,40.8446305424,Active
POINT (-73.84983534975073 40.82629174549077),Strada,2063014,-73.8498353498,40.8262917455,Active
POINT (-73.98688115796682 40.688023911524375),Strada,3013647,-73.986881158,40.6880239115,Active
POINT (-73.9790626277883 40.683541453402015),Strada,3029753,-73.9790626278,40.6835414534,Retired
POINT (-73.94861276417646 40.63358800042045),Strada,3043058,-73.9486127642,40.6335880004,Active
POINT (-73.91152496979927 40.77556739217036),Strada,4181645,-73.9115249698,40.7755673922,Active
POINT (-73.91361468468529 40.77496437008777),Strada,4181663,-73.9136146847,40.7749643701,Active
POINT (-73.98533876218038 40.5765026236233),Strada,3253017,-73.9853387622,40.5765026236,Active
POINT (-73.9635633690052 40.61806597478873),Strada,3313020,-73.963563369,40.6180659748,Planned
POINT (-73.979902311517 40.59630123781152),Strada,3543014,-73.9799023115,40.5963012378,Active
POINT (-73.98037537180326 40.59599775609289),Strada,3543034,-73.9803753718,40.5959977561,Active
POINT (-73.98085723506829 40.59619639270709),Strada,3543015,-73.9808572351,40.5961963927,Active
POINT (-73.97362319881478 40.59498633334232),Strada,3543070,-73.9736231988,40.5949863333,Active
POINT (-73.93716716299589 40.66433214357709),Strada,3393023,-73.937167163,40.6643321436,Active
POINT (-73.97311148997876 40.60995060100888),Strada,3413051,-73.97311149,40.609950601,Active
POINT (-73.97155718388187 40.61668091986201),Strada,3413080,-73.9715571839,40.6166809199,Active
POINT (-74.03046578523353 40.62514334204901),Strada,3423030,-74.0304657852,40.625143342,Active
POINT (-73.94277164373524 40.62834601041774),Strada,3333027,-73.9427716437,40.6283460104,Active
POINT (-73.94441271162621 40.71512268063549),Strada,3233025,-73.9444127116,40.7151226806,Active
POINT (-73.9348288540792 40.62058490700635),Strada,3333040,-73.9348288541,40.620584907,Active
POINT (-73.92715484486784 40.61368550887601),Strada,3333057,-73.9271548449,40.6136855089,Active
POINT (-73.93152223292171 40.61872343835261),Strada,3333099,-73.9315222329,40.6187234384,Active
POINT (-73.94296279267132 40.706296510433226),Strada,3193024,-73.9429627927,40.7062965104,Active
POINT (-73.94156790735991 40.70382579816759),Strada,3193034,-73.9415679074,40.7038257982,Active
POINT (-73.91650033359777 40.65493989697873),Strada,3433007,-73.9165003336,40.654939897,Active
POINT (-73.91861083246782 40.76565568452156),Strada,4233110,-73.9186108325,40.7656556845,Active
POINT (-73.89709294620044 40.7066501440412),Strada,4263006,-73.8970929462,40.706650144,Active
POINT (-73.89908554762332 40.71006117976577),Strada,4263020,-73.8990855476,40.7100611798,Active
POINT (-73.94311655797321 40.74647567775263),Strada,4152072,-73.943116558,40.7464756778,Active
POINT (-73.83549197843794 40.717323433828206),Strada,4043008,-73.8354919784,40.7173234338,Active
POINT (-73.8280823878031 40.712918970681756),Strada,4043062,-73.8280823878,40.7129189707,Active
POINT (-73.85042687831846 40.72216900263675),Strada,4053023,-73.8504268783,40.7221690026,Active
POINT (-73.9723819579181 40.60896652187564),Strada,3413036,-73.9723819579,40.6089665219,Active
POINT (-73.97666622679006 40.62882937057356),Strada,3602915,-73.9766662268,40.6288293706,Active
POINT (-73.92439436109842 40.75613987827856),Strada,4072173,-73.9243943611,40.7561398783,Active
POINT (-73.92156617139638 40.75981186071873),Strada,4072194,-73.9215661714,40.7598118607,Active
POINT (-73.94013869113915 40.59210703231539),Strada,3573031,-73.9401386911,40.5921070323,Active
POINT (-73.97820292996438 40.63685001004379),Strada,3602921,-73.97820293,40.63685001,Active
POINT (-73.97934329394494 40.59613172516504),Strada,3543050,-73.9793432939,40.5961317252,Active
POINT (-73.97350984638152 40.59585919744262),Strada,3543068,-73.9735098464,40.5958591974,Active
POINT (-73.79514613650053 40.70998879292381),Strada,4081890,-73.7951461365,40.7099887929,Active
POINT (-73.80205692997058 40.70568575552215),Strada,4081897,-73.80205693,40.7056857555,Active
POINT (-73.80913488352697 40.70368403120897),Strada,4081903,-73.8091348835,40.7036840312,Active
POINT (-73.8105375102027 40.70525792766658),Strada,4081942,-73.8105375102,40.7052579277,Active
POINT (-73.80769983933435 40.70452245688597),Strada,4081920,-73.8076998393,40.7045224569,Active
POINT (-73.97501921336763 40.636086975949304),Strada,3602950,-73.9750192134,40.6360869759,Active
POINT (-73.9406641815541 40.59338889423438),Strada,3573022,-73.9406641816,40.5933888942,Active
POINT (-73.98601784552837 40.63064652555939),Strada,3602996,-73.9860178455,40.6306465256,Active
POINT (-73.96973777031488 40.64208707975556),Strada,3602957,-73.9697377703,40.6420870798,Active
POINT (-73.96842991686924 40.6384396099786),Strada,3602966,-73.9684299169,40.63843961,Active
POINT (-73.96897637257271 40.640337813367644),Strada,3602978,-73.9689763726,40.6403378134,Active
POINT (-73.83640693929348 40.578428108131654),Strada,4103008,-73.8364069393,40.5784281081,Active
POINT (-73.86896624610053 40.749288993371565),Strada,4221259,-73.8689662461,40.7492889934,Active
POINT (-73.87586057715653 40.748425429196374),Strada,4122316,-73.8758605772,40.7484254292,Active
POINT (-73.89359451248917 40.74637160315787),Strada,4122284,-73.8935945125,40.7463716032,Active
POINT (-73.91788108373073 40.74267395388314),Strada,4013077,-73.9178810837,40.7426739539,Active
POINT (-73.91639800142075 40.754647998560124),Strada,4072437,-73.9163980014,40.7546479986,Active
POINT (-73.80528551831871 40.70710744772002),Strada,4081834,-73.8052855183,40.7071074477,Active
POINT (-73.91469131584644 40.7570183900582),Strada,4072226,-73.9146913158,40.7570183901,Active
POINT (-73.9218156001561 40.76036634693377),Strada,4072210,-73.9218156002,40.7603663469,Active
POINT (-73.91443881712507 40.76369558727046),Strada,4072266,-73.9144388171,40.7636955873,Active
POINT (-73.91768942925813 40.76509796803549),Strada,4072249,-73.9176894293,40.765097968,Active
POINT (-73.91640227348492 40.764795720772796),Strada,4072271,-73.9164022735,40.7647957208,Active
POINT (-73.79014529481974 40.7670827372993),Strada,4283114,-73.7901452948,40.7670827373,Active
POINT (-73.78229761510337 40.76688585675745),Strada,4283131,-73.7822976151,40.7668858568,Active
POINT (-73.78970663678005 40.76964256722018),Strada,4283133,-73.7897066368,40.7696425672,Active
POINT (-73.87032834827862 40.75164364312189),Strada,4221263,-73.8703283483,40.7516436431,Active
POINT (-73.92650723693345 40.76243132669721),Strada,4233038,-73.9265072369,40.7624313267,Inactive
POINT (-73.86373380148247 40.746639503505314),Strada,4193052,-73.8637338015,40.7466395035,Active
POINT (-73.90441918672778 40.744896386380795),Strada,4203015,-73.9044191867,40.7448963864,Active
POINT (-73.9377180351089 40.751170154884996),Strada,4152096,-73.9377180351,40.7511701549,Active
POINT (-73.86344508863029 40.727890306086515),Strada,4173018,-73.8634450886,40.7278903061,Active
POINT (-73.93554210303017 40.74462536170762),Strada,4151995,-73.935542103,40.7446253617,Active
POINT (-73.94551624763696 40.74241280003143),Strada,4152020,-73.9455162476,40.7424128,Active
POINT (-73.83751757229695 40.69655293575935),Strada,4463009,-73.8375175723,40.6965529358,Active
POINT (-73.83690445512201 40.697109199453955),Strada,4463032,-73.8369044551,40.6971091995,Active
POINT (-73.81492627685839 40.74063968617985),Strada,4512488,-73.8149262769,40.7406396862,Active
POINT (-73.85129784607895 40.726346596759385),Strada,4173065,-73.8512978461,40.7263465968,Active
POINT (-73.85226307926699 40.72682777968677),Strada,4173068,-73.8522630793,40.7268277797,Active
POINT (-73.86082214540242 40.72982295092397),Strada,4173092,-73.8608221454,40.7298229509,Active
POINT (-74.07747241654248 40.64009536415623),Strada,5023038,-74.0774724165,40.6400953642,Active
POINT (-74.13122681758851 40.61227453040513),Strada,5063002,-74.1312268176,40.6122745304,Active
POINT (-73.86887614741181 40.702965069180806),Strada,4363002,-73.8688761474,40.7029650692,Active
POINT (-73.74254663303577 40.71677864785702),Strada,4303027,-73.742546633,40.7167786479,Active
POINT (-73.84712311418618 40.6812139694954),Strada,4443010,-73.8471231142,40.6812139695,Active
POINT (-73.88473846297248 40.737925409967986),Strada,4413011,-73.884738463,40.73792541,Inactive
POINT (-73.88923221537216 40.74557051821702),Strada,4413075,-73.8892322154,40.7455705182,Active
POINT (-73.86409566314292 40.73741462478207),Strada,4413154,-73.8640956631,40.7374146248,Active
POINT (-73.84147904484468 40.66404591199966),Strada,4443112,-73.8414790448,40.664045912,Active
POINT (-73.8357520678008 40.682571046899795),Strada,4443081,-73.8357520678,40.6825710469,Active
POINT (-73.84047147504475 40.66239245737514),Strada,4443152,-73.840471475,40.6623924574,Active
POINT (-73.93670744328439 40.84964941827041),Strada,1058392,-73.9367074433,40.8496494183,Active
POINT (-73.87800486473618 40.71292105391926),Strada,4523018,-73.8780048647,40.7129210539,Active
POINT (-73.84514075171977 40.84232852781383),Strada,2162786,-73.8451407517,40.8423285278,Active
POINT (-73.99157757829134 40.75301473413928),Strada,1443129,-73.9915775783,40.7530147341,Active
POINT (-73.98592433131024 40.7405953722972),Strada,1443790,-73.9859243313,40.7405953723,Active
POINT (-73.98179813886519 40.7539436163586),Strada,1443931,-73.9817981389,40.7539436164,Active
POINT (-73.8949772513712 40.73986629678624),Strada,4203023,-73.8949772514,40.7398662968,Inactive
POINT (-73.89556517063674 40.8476600143459),Strada,2053046,-73.8955651706,40.8476600143,Active
POINT (-73.92164704532212 40.76695217680544),Strada,4233105,-73.9216470453,40.7669521768,Active
POINT (-73.92995721664452 40.75617026789458),Strada,4233018,-73.9299572166,40.7561702679,Active
POINT (-73.86209823328575 40.75052674959966),Strada,4193018,-73.8620982333,40.7505267496,Inactive
POINT (-73.99024170307533 40.73289475496423),Strada,1473068,-73.9902417031,40.732894755,Active
POINT (-73.98566629440522 40.73749724029036),Strada,1453090,-73.9856662944,40.7374972403,Active
POINT (-73.98865778597894 40.73876315420163),Strada,1453083,-73.988657786,40.7387631542,Active
POINT (-73.90800114428261 40.85376750575953),Strada,2103003,-73.9080011443,40.8537675058,Active
POINT (-73.99548248761694 40.7367061832387),Strada,1453222,-73.9954824876,40.7367061832,Active
POINT (-73.87913753922471 40.88570795537879),Strada,2073030,-73.8791375392,40.8857079554,Active
POINT (-73.79740036911575 40.58999377789866),Strada,4103011,-73.7974003691,40.5899937779,Active
POINT (-73.95349552791438 40.74265279132189),Strada,4152122,-73.9534955279,40.7426527913,Active
POINT (-73.89205289177774 40.82529324279708),Strada,2033025,-73.8920528918,40.8252932428,Active
POINT (-73.82878690356671 40.76067923605006),Strada,4063102,-73.8287869036,40.7606792361,Active
POINT (-73.88116934492363 40.74107754302777),Strada,4413161,-73.8811693449,40.741077543,Active
POINT (-73.86889400903951 40.762055233203895),Strada,4393009,-73.868894009,40.7620552332,Active
POINT (-73.9309883804746 40.66942775502949),Strada,3213029,-73.9309883805,40.669427755,Active
POINT (-73.92778475604989 40.8070724155924),Strada,2213021,-73.927784756,40.8070724156,Active
POINT (-73.95099933863825 40.802485174831574),Strada,1283018,-73.9509993386,40.8024851748,Active
POINT (-73.86503413864726 40.6766593338404),Strada,3773006,-73.8650341386,40.6766593338,Active
POINT (-73.86929388717374 40.67832543930194),Strada,3623033,-73.8692938872,40.6783254393,Active
POINT (-73.80816763802132 40.793449462678936),Strada,4383134,-73.808167638,40.7934494627,Active
POINT (-73.77899126880929 40.72990717364766),Strada,4433004,-73.7789912688,40.7299071736,Active
POINT (-73.99472534870633 40.739777873878104),Strada,1453352,-73.9947253487,40.7397778739,Active
POINT (-73.84597662103224 40.782167391586604),Strada,4373119,-73.845976621,40.7821673916,Active
POINT (-74.00101305561518 40.71865802549803),Strada,1243123,-74.0010130556,40.7186580255,Active
POINT (-73.96467845790423 40.756098475546764),Strada,1263012,-73.9646784579,40.7560984755,Active
POINT (-73.93374454866702 40.69605854550678),Strada,3193055,-73.9337445487,40.6960585455,Active
